0,1,2,grammared,tled,time
000000330790.jpg,ช้างที่ยืนอยู่กลางป่า,an elephant that is standing in the middle of a forest ,,,0.0
000000157756.jpg,ทาวเวอร์ของนาฬิกาถูกเผาไหม้ในเวลากลางคืน,a clock tower is lit up at night ,ทาวเวอร์ของนาฬิกาถูกเผาไหม้ในเวลากลางคืน,นาฬิกาปรากฏสว่างขึ้นในยามค่ำคืน,2.607055425643921
000000131273.jpg,หมาสีดําและสีขาวนั่งอยู่ในรถ,a black and white dog sitting in a car ,,,0.0
000000061747.jpg,ผู้หญิงบนสกี โพสเพื่อภาพ,a woman on skis posing for a picture ,ผู้หญิงบนสกีเล่นสโนว์บอร์ด,ผู้หญิงคนหนึ่งกำลังเล่นสกีแสดงภาพถ่าย,2.2737693786621094
000000361268.jpg,หัวสีน้ําตาลและขาวที่บัวอยู่ข้างหน้าบ้าน,a brown and white cow grazing in front of a house ,,,0.0
000000318080.jpg,หมีน้ําตาลสองตัวยืนอยู่ข้างๆกันบนหิน,two brown bears standing next to each other on a rock ,หมีน้ำตาลสองตัวยืนอยู่ข้างๆกันบนหิน,สองหมีสีน้ำตาลยืนอยู่ข้างกันบนหิน,1.935791015625
000000057725.jpg,สะพานข้ามแม่น้ํา พร้อมหอนาฬิกา,a bridge over a river with a clock tower ,,,0.0
000000224200.jpg,แมวสีดําและสีขาว ที่นั่งบนน้ําไฟ,a black and white cat sitting on a fire hydrant ,แมวสีดําและสีขาว นั่งบนน้ำไฟ,แมวสีดำและขาวนั่งอยู่บนท่อปิดน้ำ,1.9089851379394531
000000165681.jpg,รถจักรยานยนต์ที่จอดอยู่บนถนน,a large group of motorcycles parked on a street ,,,0.0
000000133000.jpg,รถไฟบนเส้นทางในเมือง,a train on a track in a city ,รถไฟวิ่งไปตามเส้นทางในเมือง,รถไฟในเส้นทางในเมือง,1.774463176727295
000000529105.jpg,ม้าที่นอนอยู่ในสนาม,a horse that is laying down in a field ,,,0.0
000000404568.jpg,หมึกที่ยืนอยู่บนชายหาดใกล้กับมหาสมุทร,a seagull standing on a beach near the ocean ,,,0.0
000000294695.jpg,ผู้หญิงบินสายพายบนชายหาดข้างกับกลุ่มคน,a woman flying a kite on a beach next to a group of people ,,,0.0
000000174018.jpg,หมีเท๊ดี้สีน้ําตาลนั่งอยู่ข้างๆ หมีเท๊ดี้สีชมพูบนผ้า blanket,a brown teddy bear sitting next to a pink teddy bear on a blanket ,หมีเท๊ดี้สีน้ำตาลนั่งอยู่ข้างๆ หมีเท๊ดี้สีชมพูบนผ้าห่ม,หมีน้อยสีน้ำตาลนั่งอยู่ถัดจากหมีน้อยสีชมพูบนผ้าห่ม,3.1199393272399902
000000163118.jpg,ผู้ชายที่จับฟริสบีในห้องออกกําลังกาย,a man catching a frisbee in a gymnasium ,,,0.0
000000373382.jpg,ชายที่โยนลูกเทนนิสที่ลูกบอล,a man swinging a tennis racket at a ball ,ชายคนนั้นโยนลูกเทนนิสที่ลูกบอล,ชายคนหนึ่งกระโดดไม้ตีลูกบอล,1.822892427444458
000000121242.jpg,ชายที่นั่งหลังม้าสีน้ําตาล ที่ดึงรถยนต์,a man riding on the back of a brown horse pulling a carriage ,,,0.0
000000565469.jpg,อาคารสูงที่มีหอนาฬิกา,a tall building with a clock tower ,อาคารสูงที่มีหอนาฬิกา,อาคารสูงตระหง่านมีนาฬิกา,1.4881505966186523
000000404534.jpg,อาคารที่มีเครื่องหมายอยู่ด้านข้างของอาคาร,a building with a sign on the side of the building ,,,0.0
000000571598.jpg,ชายสองคนในชุดกําลังโพซเพื่อถ่ายรูป,two men in suits are posing for a picture ,ชายสองคนในชุดกำลังถ่ายรูป,ผู้ชายสองคนใส่เสื้อเชิ้ตกำลังจับภาพ,2.4829373359680176
000000131386.jpg,เครื่องบินรบบินที่บินผ่านท้องฟ้าสีฟ้า,a fighter jet flying through a blue sky ,,,0.0
000000026564.jpg,โต๊ะทํางานของคอมพิวเตอร์ที่มีคอมพิวเตอร์เล็ปท็อปและจอ,a computer desk with a laptop and a monitor ,โต๊ะทำงานของคอมพิวเตอร์มีคอมพิวเตอร์เล็ปท็อปและจอ,โต๊ะคอมพิวเตอร์ที่มีแลปทอปและจอภาพ,2.592468738555908
000000554838.jpg,สัญลักษณ์ที่อยู่บนตู้เย็น,a sign that is on top of a fridge ,,,0.0
000000451693.jpg,จานสีขาวที่มีปิซซ่าอยู่บนโต๊ะไม้,a white plate topped with a pizza on top of a wooden table ,จานสีขาวมีปิซซ่าอยู่บนโต๊ะไม้,จานขาวที่มีพิซซ่าอยู่ด้านบนของโต๊ะไม้,2.1495940685272217
000000423104.jpg,ผู้ชายที่ยืนอยู่บนสนามฟุตบอล จับฟริสบี,a man standing on top of a soccer field holding a frisbee ,,,0.0
000000229997.jpg,กลุ่มนกดําที่นั่งอยู่บนสนามเขียวที่เจริญรุ่งเรือง,a flock of black birds sitting on top of a lush green field ,กลุ่มนกดำนั่งอยู่บนสนามเขียวที่เจริญรุ่งเรือง,กลุ่มนกสีดำนั่งอยู่บนด้านบนของสนามหญ้าสีเขียวสดใส,2.7348415851593018
000000469828.jpg,คนขับรถสกีลงทางคลองที่ครอบคลุมด้วยหิมะ,a person riding skis down a snow covered slope ,,,0.0
000000072813.jpg,สุนัขที่นอนบนเตียง,a dog laying on top of a bed ,สุนัขนอนอยู่บนเตียง,สุนัขนอนอยู่บนเตียง,1.2528538703918457
000000241602.jpg,ห้องน้ํา พร้อมห้องน้ํา สระน้ํา และถ้วยน้ํา,"a bathroom with a toilet, sink, and bathtub ",,,0.0
000000577735.jpg,ภาชนะที่เต็มไปด้วยดอกไม้สีม่วงอยู่ข้างหน้าหน้าต่าง,a vase filled with purple flowers next to a window ,ภาชนะที่เต็มไปด้วยดอกไม้สีม่วงอยู่ข้างหน้าหน้าต่าง,กระถางเต็มไปด้วยดอกไม้สีม่วงใกล้หน้าต่าง,2.5166194438934326
000000133343.jpg,ชายที่ใส่แว่นตา และเกียรติเกียรติเกียรติเกียรติเกียรติเกียรติเก,a man wearing glasses and a tie ,,,0.0
000000128675.jpg,ชายบนกระดานเซอร์ฟ์ในน้ําพร้อมกับสายพาย,a man on a surfboard in the water with a kite ,,,0.0
000000257084.jpg,นักกีฬาสเกตบอร์ดที่เล่นทริคบนระเบียง,a skateboarder doing a trick on a ramp ,,,0.0
000000190853.jpg,คนที่ถือกล้วยในมือขวาของเขา,a person holding a banana in their right hand ,คนที่ถือกล้วยในมือขวาของเขา,คนคนหนึ่งถือกล้วยในมือขวาของพวกเขา,2.0643606185913086
000000365886.jpg,ผู้หญิงถือโทรศัพท์มือถือในมือ,a woman holding a cell phone in her hand ,,,0.0
000000192191.jpg,พิซซ่าที่นั่งบนเตา,a pizza sitting on top of a stove ,พิซซ่าที่นั่งบนเตา,พิซซ่านั่งอยู่บนเตา,1.2310996055603027
000000384651.jpg,เตียงในห้องโรงแรมที่มีไฟเปิด,a bed in a hotel room with a lamp on ,,,0.0
000000171757.jpg,คนสองคนยืนอยู่ในห้องนั่งเล่น จับเครื่องควบคุม,two people standing in a living room holding wii controllers ,,,0.0
000000101762.jpg,แมวที่ยืนอยู่ข้างจักรยานบนพื้น,a cat standing next to a bicycle on the floor ,,,0.0
000000486104.jpg,นักพนันเบสบอลที่โยนไม้ตีบนสนามเบสบอล,a baseball player swinging a bat on a baseball field ,นักพนันเบสบอลโยนไม้ตีบนสนามเบสบอล,นักเล่นเบสบอลสวิงไม้เบสบอลบนสนามเบสบอล,2.0030553340911865
000000364322.jpg,กลุ่มแกะที่ยืนอยู่บนสนามหญ้า,a herd of sheep standing in a grassy field ,,,0.0
000000033707.jpg,จิราฟสองตัวยืนอยู่ข้างๆกันหน้าอาคาร,two giraffes standing next to each other in front of a building ,จิราฟสองตัวยืนอยู่ข้างๆ กันหน้าอาคาร,สองยีราฟยืนอยู่ข้างกันในที่สาธารณะ,2.2446508407592773
000000350679.jpg,เจ้าสาวและเจ้าสาวตัดเค้กในงานแต่งงาน,a bride and groom cutting a cake at a wedding ,,,0.0
000000568690.jpg,แมวที่นั่งบนถ้วยห้องน้ําในห้องน้ํา,a cat sitting on a toilet bowl in a bathroom ,แมวนั่งอยู่บนถ้วยในห้องน้ำ,แมวนั่งอยู่บนโถส้วมในห้องน้ำ,2.055436849594116
000000350388.jpg,ถ้วยบร็อกโคลีบนจานสีขาว,a bowl of broccoli on a white plate ,,,0.0
000000266400.jpg,รถมอเตอร์ไซค์ที่จอดอยู่บนถนน,a row of motorcycles parked on a street ,รถมอเตอร์ไซค์ที่จอดอยู่บนถนน,ที่จอดจักรยานยนต์อยู่บนถนน,1.8357861042022705
000000203629.jpg,ชายที่จับมือถือไว้ที่หูของเขา,a man holding a cell phone to his ear ,,,0.0
000000476119.jpg,ชายหนุ่มขับรถสเกตบอร์ดบนถนน,a young man riding a skateboard on a sidewalk ,ชายหนุ่มขับรถสเกตบอร์ดบนถนน,ชายหนุ่มคนหนึ่งขี่สเก็ตบอร์ดบนถนน,1.9684572219848633
000000407403.jpg,กระเช้าที่มีดอกไม้ในมัน,a vase with a flower in it ,,,0.0
000000427500.jpg,น้ําไฟสีเหลืองที่นั่งอยู่ข้างถนน,a yellow fire hydrant sitting on the side of a street ,น้ำไฟสีเหลืองนั่งอยู่ข้างถนน,ปั๊มน้ำฝนสีเหลืองอยู่ข้างถนน,1.9333255290985107
000000107339.jpg,ผู้หญิงที่ยืนอยู่ข้างโซฟาในห้องนั่งเล่น,a woman standing next to a couch in a living room ,,,0.0
000000013177.jpg,ชายที่ทํางานบนมอเตอร์ไซค์บนถนน,a man working on a motorcycle on the street ,ชายคนนั้นทำงานบนมอเตอร์ไซค์บนถนน,ชายคนหนึ่งกำลังทำงานในมอเตอร์ไซค์บนถนน,2.3604848384857178
000000454661.jpg,รถหยุดที่ไฟแดงบนถนนที่มีคนเยอะมาก,cars are stopped at a red light on a busy street ,,,0.0
000000273232.jpg,ชายกับหมาบนชายหาดพร้อมกับแผ่นเซอร์ฟ,a man and a dog on the beach with surfboards ,ชายคนหนึ่งกับหมาอยู่บนชายหาดพร้อมกับเซิร์ฟ,ชายคนหนึ่งและสุนัขอยู่บนชายหาดด้วยบอร์ดว่ายน้ำ,2.9663147926330566
000000098261.jpg,สองนกเล็ก ๆ ที่อยู่บนกิ่ง,two small birds perched on a branch ,,,0.0
000000151480.jpg,นักพนันเบสบอลที่ยืนอยู่บนสนาม,baseball players standing on a field ,นักพนันเบสบอลที่ยืนอยู่บนสนาม,นักเล่นเบสบอลยืนอยู่บนสนาม,1.5393598079681396
000000512248.jpg,นาฬิกาบนเสาหน้าร้าน,a clock on a pole in front of a store ,,,0.0
000000386210.jpg,กระเช้าที่เต็มไปด้วยดอกไม้ ริมหน้าต่าง,a vase filled with flowers next to a window ,กระเช้าที่เต็มไปด้วยดอกไม้ริมหน้าต่าง,กระถางที่เต็มไปด้วยดอกไม้ใกล้หน้าต่าง,2.388319730758667
000000050844.jpg,หมีเท๊ดี้นั่งอยู่ข้างๆ หมีเท๊ดี้ใส่หมวก,a teddy bear sitting next to a teddy bear wearing a hat ,,,0.0
000000335529.jpg,เก้าอี้ที่นั่งอยู่บนท่าเรือหน้าน้ํา,a bench sitting on top of a dock in front of a body of water ,,,0.0
000000189828.jpg,เครื่องบินขนาดใหญ่ที่บินเหนือต้นไม้ที่เต็มไปด้วยใบ,a large jetliner flying over a tree filled with leaves ,,,0.0
000000113589.jpg,ถังพลาสติกที่เต็มไปด้วยอาหารหลากหลาย,a plastic container filled with a variety of foods ,ถังพลาสติกเต็มไปด้วยอาหารหลากหลาย,ภาชนะพลาสติกเต็มไปด้วยอาหารหลากหลายชนิด,2.0543296337127686
000000434548.jpg,นักพนันเบสบอลที่โยนบอลบนสนามกีฬา,a baseball player pitching a ball on a field ,,,0.0
000000280779.jpg,คนที่เล่นสกีในหิมะ,a person on skis in the snow ,คนที่เล่นสกีในหิมะ,คนที่เล่นสกีในหิมะ,1.3473548889160156
000000432553.jpg,สุนัขที่นั่งบนเก้าอี้รถบัส,a dog that is sitting on a bus seat ,,,0.0
000000575081.jpg,เด็กชายหนุ่มยืนอยู่หน้าทีวี เล่นวี,a young boy standing in front of a tv playing wii ,เด็กชายหนุ่มยืนอยู่หน้าทีวี เล่นวิดีโอ,เด็กหนุ่มยืนอยู่ก่อนทีวีเล่นวิดีโอ,2.0266268253326416
000000257865.jpg,ผู้ชายที่ถือเกมเทนนิสบนสนามกีฬา,a man holding a tennis racket on a court ,,,0.0
000000121031.jpg,คนที่ขี่ม้าในแม่น้ํา,people riding horses in a river ,คนที่ขี่ม้าในแม่น้ำ,คนขี่ม้าในแม่น้ำ,1.394707202911377
000000293044.jpg,กล่องอาหารกลางวันที่เต็มไปด้วยแซนด์วิช ผลไม้และผัก,"a lunch box filled with a sandwich, fruit and vegetables ",,,0.0
000000158660.jpg,ตู้ที่มีผลไม้หลากหลายชนิด,a counter topped with lots of different types of fruit ,ตู้มีผลไม้หลากหลายชนิด,เคาท์เตอร์ที่เต็มไปด้วยผลไม้หลากหลายชนิด,2.03707218170166
000000461036.jpg,หมีดําที่เดินผ่านป่าที่มีต้นไม้,a black bear walking through a forest with trees ,,,0.0
000000269682.jpg,โคมไฟในวันที่มีเมฆ,a traffic light on a cloudy day ,โคมไฟในวันที่มีเมฆ,สัญญาณไฟจราจรบนวันที่มีเมฆมาก,1.8673169612884521
000000266892.jpg,ผู้หญิงที่ยืนอยู่บนสนามเทนนิส จับลูกเตะ,a woman standing on a tennis court holding a racquet ,,,0.0
000000416330.jpg,แมวสีดําและสีขาวนอนบนผ้าห่ม,a black and white cat laying on a blanket ,แมวสีดำและสีขาวนอนบนผ้าห่ม,แมวสีดำและขาวนอนบนผ้าห่ม,1.7528431415557861
000000327617.jpg,ผู้หญิงสาวที่ถือลูกเต็งบนสนามเทนนิส,a young woman holding a tennis racquet on a tennis court ,,,0.0
000000041633.jpg,รถบรรทุกสีแดงที่จอดอยู่ริมถนน,a red pick up truck parked on the side of the road ,รถบรรทุกสีแดงจอดอยู่ริมถนน,รถกระบะสีแดงจอดอยู่ข้างถนน,1.6932117938995361
000000577959.jpg,คนที่บินสายพานบนชายหาด,a person flying a kite on the beach ,,,0.0
000000238866.jpg,เตียงของดอนเน็ตที่นั่งบนเตา,a pile of doughnuts sitting on top of a stove ,เตียงของ Donnet ที่นั่งบนเตา,ชุดของเดซซี่วางอยู่บนเตา,1.564467191696167
000000568147.jpg,เครื่องจอดรถอยู่ข้างถนน,a parking meter on the side of the street ,,,0.0
000000419882.jpg,สนามรถไฟที่เต็มไปด้วยเส้นทางรถไฟที่ว่างเปล่า,a train yard filled with lots of empty train tracks ,สถานีรถไฟที่เต็มไปด้วยเส้นทางรถไฟที่ว่างเปล่า,สถานีรถไฟเต็มไปด้วยรางรถไฟว่างเปล่ามากมาย,2.8765177726745605
000000453040.jpg,เค้กแต่งงานสีขาว พร้อมดอกไม้บนโต๊ะ,a white wedding cake with flowers on a table ,,,0.0
000000500270.jpg,ชายขับรถสเกตบอร์ดในสนามสเกตบอร์ด,a man riding a skateboard in a skate park ,ชายคนหนึ่งขับรถสเกตบอร์ดในสนามสเกตบอร์ด,ชายคนหนึ่งกำลังขี่สเก็ตบอร์ดในสเก็ตพาร์ค,2.461064338684082
000000052462.jpg,จีบราสองตัวยืนอยู่ข้างๆกันในสนามหญ้า,two zebras standing next to each other in a grassy field ,,,0.0
000000441553.jpg,คนที่รอที่จะขึ้นรถไฟในเวลากลางคืน,people waiting to board a train at night ,คนที่รอที่จะขึ้นรถไฟในเวลากลางคืน,ผู้คนรอที่จะขึ้นรถไฟในตอนกลางคืน,2.2435617446899414
000000539143.jpg,รถไฟบนเส้นทาง ใกล้กับเว็บไซต์,a train on a track near a platform ,,,0.0
000000104603.jpg,หมีดําขนาดใหญ่ เดินทางผ่านพื้นที่หญ้า,a large black bear walking through a grassy area ,หมีดำขนาดใหญ่เดินทางผ่านพื้นที่หญ้า,หมีดำตัวใหญ่เดินผ่านพื้นที่หญ้าสีเขียว,2.17482590675354
000000447187.jpg,นักเล่นเบสบอลเล่นเบสบอลในสนาม,baseball players are playing baseball on the field ,,,0.0
000000390902.jpg,ชายที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,a man holding a tennis racquet on a court ,ชายคนหนึ่งที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,ชายคนหนึ่งถือไม้ตีเทนนิสบนสนาม,2.316976308822632
000000033759.jpg,ชายหนุ่มที่โยนไม้เบสบอลที่บอล,a young man swinging a baseball bat at a ball ,,,0.0
000000047828.jpg,แผ่นน้ําขนาดใหญ่ที่มีสะพานข้ามมัน,a large body of water with a bridge over it ,แผ่นน้ำขนาดใหญ่ที่มีสะพานข้ามมัน,ทะเลสาบขนาดใหญ่ที่มีสะพานข้าม,2.0535337924957275
000000008899.jpg,ผู้ชายคนหนึ่งนั่งบนเก้าอี้หน้าอาคารที่ครอบคลุมด้วยกราฟฟิตี้,a man sitting on a bench in front of a graffiti covered building ,,,0.0
000000181753.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่าง,a living room filled with furniture and a window ,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่าง,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่าง,2.706836462020874
000000007386.jpg,รถมอเตอร์ไซค์เก่าที่จอดอยู่ในโรงรถ,an old motorcycle is parked in a garage ,,,0.0
000000340272.jpg,สองแกะยืนอยู่บนสนามหญ้า ริมทะเลสาบ,two sheep standing on a grassy field next to a lake ,สองแกะยืนอยู่บนสนามหญ้าริมทะเลสาบ,สองแกะยืนอยู่ในทุ่งหญ้าใกล้ทะเลสาบ,2.4575185775756836
000000309391.jpg,ถนนเมืองที่เต็มไปด้วยการจราจรและโคมไฟ,a city street filled with traffic and lots of traffic lights ,,,0.0
000000179392.jpg,แมวที่นั่งอยู่บนโต๊ะข้างๆคอมพิวเตอร์,a cat sitting on a desk next to a computer monitor ,แมวนั่งอยู่บนโต๊ะข้างคอมพิวเตอร์,แมวนั่งอยู่บนโต๊ะใกล้กับจอคอมพิวเตอร์,2.101776123046875
000000190307.jpg,ผู้หญิงยืนอยู่บนโต๊ะเซอร์ฟ์ในน้ํา,a woman is standing on a surfboard in the water ,,,0.0
000000409198.jpg,ผู้ชายคนหนึ่งกําลังเล่นฟริสบี้บนสนามกีฬา,a man is playing frisbee on a field ,ผู้ชายคนหนึ่งกำลังเล่นฟุตบอลบนสนามกีฬา,ชายคนหนึ่งกำลังเล่นฟรีสบี้บนสนาม,2.349661111831665
000000533816.jpg,คนที่ยืนอยู่บนสนามเทนนิส จับลูกเสือ,people standing on a tennis court holding racquets ,,,0.0
000000098520.jpg,เครื่องบินยนต์ขนาดใหญ่ ที่นั่งบนทางบินสนามบิน,a large jetliner sitting on top of an airport runway ,,,0.0
000000414340.jpg,ป้อมนาฬิกาที่อยู่หน้าอาคาร,a clock tower in front of a building ,,,0.0
000000106881.jpg,นกที่อยู่บนกิ่งไม้,a bird perched on a tree branch ,นกบนกิ่งไม้,นกตื่นอยู่บนยอดไม้,1.2750866413116455
000000049060.jpg,รถไฟบนเส้นทางรถไฟที่มีคนยืนอยู่ใกล้เคียง,a train on a train track with people standing near by ,,,0.0
000000377239.jpg,ผู้หญิงในเสื้อสีชมพูถือร่มสีชมพู,a woman in a pink shirt is holding a pink umbrella ,ผู้หญิงในเสื้อสีชมพูถือร่มสีชมพู,ผู้หญิงคนหนึ่งสวมเสื้อสีชมพูสวมร่มสีชมพู,2.6779470443725586
000000199977.jpg,เครื่องบินรบที่บินผ่านเมฆควัน,a fighter jet flying through a cloud of smoke ,,,0.0
000000041990.jpg,สามคนบนสกี โพสเพื่อถ่ายภาพ,three people on skis posing for a picture ,สามคนกำลังเล่นสกีและถ่ายภาพ,สามคนบนสเก็ตกำลังยืนอยู่เพื่อถ่ายรูป,2.202329397201538
000000119516.jpg,ผู้หญิงที่เดินตามถนนเมืองในเวลากลางคืน,a woman walking down a city street at night ,,,0.0
000000089045.jpg,ห้องนั่งเล่นที่มีโซฟาสองเตียงและโต๊ะ,a living room with two couches and a table ,,,0.0
000000242678.jpg,ผู้คนบนม้ากระโดดข้ามอุปสรรค,a person on a horse jumping over a barrier ,,,0.0
000000498463.jpg,เครื่องเย็นขนาดใหญ่จากสแตนเลสในครัว,a large stainless steel refrigerator in a kitchen ,เครื่องเย็นขนาดใหญ่จากสแตนเลสในครัว,ตู้เย็นสแตนเลสขนาดใหญ่ในห้องครัว,2.173914670944214
000000417911.jpg,ชายบนโต๊ะเซอร์ฟ์ ที่นั่งคลื่น,a man on a surfboard riding a wave ,,,0.0
000000350833.jpg,"ห้องน้ํา พร้อมห้องน้ํา, สระน้ํา, ห้องน้ํา, ห้องน้ํา ","a bathroom with a toilet, sink, tub, and bathtub ","ห้องน้ํา พร้อมห้องน้ํา, สระน้ํา, ห้องน้ํา, ห้องน้ํา","ห้องน้ำที่มีห้องน้ำ, อ่างล้างมือ, อ่างอาบน้ำและอ่างอาบน้ำ",3.0313003063201904
000000546659.jpg,รถไฟอยู่บนรถไฟใกล้กับอาคาร,a train is on the tracks near a building ,,,0.0
000000488075.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และครัว,a living room filled with furniture and a kitchen ,,,0.0
000000156643.jpg,ผู้ชายที่ตัดเค้กด้วยเทียนบนโต๊ะ,a man cutting into a cake with candles on a table ,,,0.0
000000249129.jpg,ห้องนั่งเล่นที่เต็มไปด้วยสัตว์และเครื่องตกแต่งคริสต์มาส,a living room filled with stuffed animals and christmas decorations ,ห้องนั่งเล่นที่เต็มไปด้วยสัตว์และเครื่องตกแต่งคริสต์มาส,ห้องนั่งเล่นเต็มไปด้วยตุ๊กตาและของตกแต่งคริสต์มาส,3.1707820892333984
000000448365.jpg,ชายหนุ่มที่นั่งกระปุกบนบล็อกซีเมนต์,a young man riding a skateboard on top of a cement block ,,,0.0
000000252776.jpg,ชายที่ยืนอยู่บนสนามเทนนิส จับลูกร็อกเก็ต,a man standing on a tennis court holding a racquet ,ชายคนหนึ่งยืนอยู่บนสนามเทนนิส จับลูกร็อกเก็ต,ชายคนหนึ่งยืนอยู่บนสนามเทนนิสถือไม้ตี,2.3880484104156494
000000441586.jpg,ชายขับรถจักรยานบนถนนดิน,a man riding a bike on a dirt road ,,,0.0
000000557916.jpg,เด็กที่นั่งบนเตียงกับสัตว์ขนม,a child sitting on a bed with a stuffed animal ,เด็กที่นั่งบนเตียงกับสัตว์ขนม,เด็กนั่งบนเตียงกับตุ๊กตา,2.038166046142578
000000489046.jpg,นกที่อยู่บนกิ่งไม้ในป่า,a bird perched on a branch in a forest ,,,0.0
000000357060.jpg,นกที่ยืนอยู่บนฝั่งน้ํา,a bird standing on top of a body of water ,นกที่ยืนอยู่บนฝั่งน้ำ,นกบินอยู่เหนือน้ำ,1.5380327701568604
000000086956.jpg,ผู้หญิงถือไม้ตีข้างชายที่มีไม้ตีเบสบอล,a woman holding a bat next to a man with a baseball bat ,,,0.0
000000497568.jpg,เครื่องบินที่จอดอยู่บนถนนทางสนามบิน,an airplane parked on the tarmac at an airport ,เครื่องบินที่จอดอยู่บนถนนทางสนามบิน,เครื่องบินจอดอยู่บนทางวิ่งที่สนามบิน,2.195997714996338
000000327769.jpg,แมวที่นอนอยู่ในห้องน้ํา,a cat laying in a bathroom sink ,,,0.0
000000018193.jpg,คนที่นั่งบนโต๊ะปิกนิกกินแซนวิช,a person sitting at a picnic table eating a sandwich ,คนที่นั่งบนโต๊ะปิกนิกกินแซนวิช,คนคนหนึ่งนั่งที่โต๊ะปิกนิกกินแซนด์วิช,2.3138654232025146
000000212166.jpg,เด็กผู้หญิงที่นั่งอยู่หน้าจานอาหาร,a little girl sitting in front of a plate of food ,,,0.0
000000182162.jpg,ห้องนั่งเล่น พร้อมโซฟา เก้าอี้ และทีวี ,"a living room with a couch, chair and a television ",ห้องนั่งเล่นมีโซฟา เก้าอี้ และทีวี,ห้องนั่งเล่นที่มีโซฟาเก้าอี้และทีวี,2.247222900390625
000000532530.jpg,สัญลักษณ์บนคานหน้าอาคาร,a sign on a pole in front of a building ,,,0.0
000000376284.jpg,ระบบไฟฟ้าที่ข้างถนน,a fire hydrant on the side of the street ,ระบบไฟฟ้าที่อยู่ข้างถนน,เครื่องดับเพลิงอยู่ข้างถนน,1.585068702697754
000000149406.jpg,รถมอเตอร์ไซค์ที่จอดอยู่หน้าอาคารอิฐ,a motorcycle parked in front of a brick building ,,,0.0
000000394677.jpg,คนที่นั่งบนโซฟา,people sitting on a couch ,คนที่นั่งอยู่บนโซฟา,คนนั่งอยู่บนโซฟา,1.3689424991607666
000000082688.jpg,ชายกับผู้หญิงเล่นเกมวีดีโอ,a man and woman playing a video game ,,,0.0
000000425226.jpg,เด็กชายหนุ่มที่ยืนอยู่หน้าตู้เย็น,a young boy standing in front of a refrigerator ,เด็กชายหนุ่มที่ยืนอยู่หน้าตู้เย็น,เด็กชายยืนอยู่หน้าตู้เย็น,1.7415499687194824
000000102644.jpg,ห้องน้ําสีขาว ที่นั่งข้างถ้วยน้ําในห้องน้ํา,a white toilet sitting next to a bath tub in a bathroom ,,,0.0
000000232088.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และทีวี,a living room filled with furniture and a television ,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และทีวี,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และทีวี,2.8489882946014404
000000499031.jpg,ผู้หญิงยืนอยู่ข้างๆกันบนทางเดิน,women standing next to each other on a sidewalk ,,,0.0
000000193926.jpg,รูปภาพของผิวกระเทียม และคนที่มีมีมีด,a collage of photos of a banana peel and a person with a knife ,,,0.0
000000125245.jpg,นกอยู่บนเนื้อปลา,a bird is perched on top of a bunch of fish ,,,0.0
000000035963.jpg,หมีเต๊ดี้ขนาดใหญ่ ที่นั่งบนไม้ดอกไม้,a large teddy bear sitting on top of a pile of flowers ,หมีเต๊ดี้ขนาดใหญ่นั่งบนไม้ดอกไม้,เสือตุ๊กตาขนาดใหญ่นั่งอยู่บนชั้นของดอกไม้,2.29526424407959
000000290081.jpg,ถ้วยที่เต็มไปด้วยส้ม ที่นั่งบนโต๊ะ,a bowl filled with oranges sitting on a counter ,,,0.0
000000082807.jpg,สุนัขที่นั่งบนโต๊ะไม้ข้างๆเครื่องดื่ม,a dog sitting on top of a wooden table next to a drink ,สุนัขนั่งบนโต๊ะไม้ข้างเครื่องดื่ม,สุนัขนั่งอยู่บนโต๊ะไม้ข้างเครื่องดื่ม,2.15098237991333
000000311518.jpg,เรือสีเขียวและสีขาวที่ลอยอยู่ในน้ํา,a green and white boat floating in the water ,,,0.0
000000282298.jpg,ประชาชนจํานวนมาก ที่ยืนอยู่ในอาคารขนาดใหญ่,a large crowd of people standing in a large building ,ประชาชนจํานวนมากยืนอยู่ในอาคารขนาดใหญ่,ผู้คนกลุ่มใหญ่ยืนอยู่ในอาคารขนาดใหญ่,2.489668369293213
000000512929.jpg,เด็กผู้หญิงสองคนเตรียมอาหารในครัว,two young girls preparing food in a kitchen ,,,0.0
000000236845.jpg,สัญลักษณ์ห้ามจอดรถบนถนนเมือง,a no parking sign on a city street ,สัญลักษณ์ห้ามจอดรถบนถนนในเมือง,ป้ายห้ามจอดรถบนถนนในเมือง,1.7655508518218994
000000528977.jpg,สัญลักษณ์ถนนที่ด้านหลังอาคารอิฐ,a street sign on the side of a brick building ,,,0.0
