0,1,2,grammared,tled,time
000000082300.jpg,ชายหนุ่มที่กระโดดลงไปในน้ําพร้อมกับน้ําไฟ,a young man jumping in the water with a fire hydrant ,,,0.0
000000441228.jpg,เด็กชายหนุ่มคนหนึ่งนั่งบนโต๊ะเซอร์ฟ์ในมหาสมุทร,a young boy is sitting on a surfboard in the ocean ,,,0.0
000000384573.jpg,เด็กชายเล็ก ๆ ที่ถือตัวกระดาษบนสนามดิน,a little boy holding a bat on top of a dirt field ,,,0.0
000000084679.jpg,ห้องน้ําสีขาวนั่งอยู่ใต้หน้าต่างข้างต้นไม้,a white toilet sitting under a window next to a tree ,,,0.0
000000076101.jpg,กลุ่มคนบินไก่ในเวลากลางคืน,a crowd of people flying kites at night ,,,0.0
000000058876.jpg,เตียงที่มีผ้าห่มแดงและขาวและหมอน,a bed with a red and white bedspread and pillows ,,,0.0
000000307847.jpg,รถไฟบนเส้นทางรถไฟที่มีกราฟฟิตี้อยู่ด้านข้าง,a train on a train track with graffiti on the side of it ,,,0.0
000000249536.jpg,คนที่ใส่อาหารในเตาหม้อ,a person putting food into an oven ,,,0.0
000000349690.jpg,สี่ม้ากําลังบัวที่สนาม,horses are grazing in a field ,,,0.0
000000317874.jpg,คนที่นั่งบนรถไฟ,people sitting on a train ,,,0.0
000000417303.jpg,กลุ่มคนเดินบนทางเดิน,a crowd of people walking on a sidewalk ,,,0.0
000000412567.jpg,ชายขับรถสเกตบอร์ดบนระเบียงไม้,a man riding a skateboard on top of a wooden ramp ,,,0.0
000000060040.jpg,จานเตรียมบนโต๊ะ,a plate of pastries on a table ,,,0.0
000000281533.jpg,สุนัขสีน้ําตาลขนาดใหญ่ยืนอยู่บนทีวี,a large brown dog standing on top of a television ,,,0.0
000000100523.jpg,ห้องน้ําที่มีกราฟฟิตี้บนผนังและห้องน้ํา,a bathroom with graffiti on the walls and a toilet ,,,0.0
000000239007.jpg,เตาเตาขาวบนเตาเตาที่นั่งในห้องครัว ,a white stove top oven sitting in a kitchen ,,,0.0
000000220487.jpg,กลุ่มก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊,a herd of cattle on a grassy field with trees ,,,0.0
000000029449.jpg,ห้องน้ําที่มีห้องน้ํา สระน้ํา และถ้วยน้ํา,"a bathroom with a toilet, sink, and tub ",,,0.0
000000289354.jpg,หมีดําขนาดใหญ่ เดินทางผ่านพื้นที่หิน,a large black bear walking across a rocky area ,,,0.0
000000192701.jpg,ชายขับมอเตอร์ไซค์สีแดงบนทางการแข่งขัน,a man riding a red motorcycle on a race track ,,,0.0
000000370135.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และถ้วยน้ํา","a bathroom with a sink, toilet, and bath tub ",,,0.0
000000091917.jpg,ชายขับรถสกูเตอร์กับเด็กบนมอเตอร์ไซค์,a man riding a scooter with a child on a motorcycle ,,,0.0
000000216437.jpg,คอมพิวเตอร์เล็ปท็อปที่นั่งบนโต๊ะข้างเคียงกับจอ,a laptop computer sitting on top of a desk next to a monitor ,,,0.0
000000384738.jpg,ธนบํารุงทองแดงที่แสดงที่ร้านผลไม้,bunches of bananas on display at a fruit stand ,,,0.0
000000079323.jpg,ชายที่ถือฮอตด็อกไว้ในมือ,a man holding a hot dog in his hands ,,,0.0
000000020147.jpg,แกะเจ๊บรา ที่ยืนอยู่บนสนามหญ้า,a herd of zebra standing in a grassy field ,,,0.0
000000298672.jpg,โต๊ะไม้ที่มีแผ่นแอปเปิ้ลและมูฟฟิน,a wooden table topped with a plate of apples and a muffin ,,,0.0
000000338224.jpg,แมวที่นั่งบนระเบียงหน้าต่างข้างต้นไม้,a cat sitting on a window sill next to a plant ,,,0.0
000000553371.jpg,แมวสีดําและสีขาวยืนอยู่ข้างแกะ,a black and white cat standing next to a sheep ,,,0.0
000000005620.jpg,รถบัสสองชั้นสีแดง บนถนนเมือง,a red double decker bus on a city street ,,,0.0
000000441480.jpg,คนที่นั่งบนเก้าอี้ที่หน้าอาคารใหญ่,people sitting on benches in front of a large building ,,,0.0
000000322090.jpg,นักพนันเบสบอลที่ถือไม้ตีในมือ,a baseball player holding a bat in his hands ,,,0.0
000000095702.jpg,คู่ม้าที่ดึงรถบรรทุกที่มีคนอยู่ในรถบรรทุก,a pair of horses pulling a carriage with a man in it ,,,0.0
000000323369.jpg,ห้องน้ํา พร้อมห้องน้ําและถังขยะ,a bathroom with a toilet and a trash can ,,,0.0
000000148272.jpg,มีแมวนั่งอยู่ในกระเป๋าเดินทาง,a cat is sitting in a purse ,,,0.0
000000439692.jpg,จิราฟ ในสวนสัตว์,giraffes in a zoo enclosure ,,,0.0
000000048165.jpg,เรือเล็ก ๆ น้อย ๆ น้อย ๆ น้อย ๆ น้อย ๆ น้อย ๆ น้อย ๆ น้อย ๆ ที่ลอย,a small boat floating on top of a small body of water ,,,0.0
000000165157.jpg,ฟริสบี้ที่นอนบนบัว กับฟริสบี้ในปาก,a frisbee laying on the grass with a frisbee in it's mouth ,,,0.0
000000228004.jpg,หมีสีน้ําตาล เดินทางผ่านพื้นที่หญ้า,a brown bear walking through a grassy area ,,,0.0
000000257351.jpg,ผู้หญิงที่บินสายพายในสวนสาธารณะ,a woman flying a kite in a park ,,,0.0
000000332943.jpg,หมีเท๊ดี้ ที่นั่งใต้ร่มบนถนน,a teddy bear sitting under an umbrella on a sidewalk ,,,0.0
000000014821.jpg,กระเป๋าเดินทางที่นั่งบนโต๊ะไม้,a bag of luggage sitting on top of a wooden table ,,,0.0
000000497227.jpg,หมีเท๊ดี้ที่นั่งบนถังหน้ากระจก,a teddy bear sitting on top of a basket in front of a mirror ,,,0.0
000000486503.jpg,ชายที่ถือไม้บาสเบสบอลอยู่หน้ารั้ว,a man holding a baseball bat in front of a fence ,,,0.0
000000047940.jpg,คนที่นั่งบนพื้นพร้อมกับหนังสือ,a person sitting on the floor with a book ,,,0.0
000000159530.jpg,คนที่นั่งบนแผ่นสโนว์บอร์ดในอากาศบนชันที่หิมะปกคลุม,a person on a snowboard in the air above a snow covered slope ,,,0.0
000000212427.jpg,เด็กเล็ก ๆ เล่นกับเครื่องควบคุมระยะไกล,a small child playing with a remote control ,,,0.0
000000501515.jpg,ผู้ชายที่ดื่มแก้วไวน์จากแก้วไวน์,a man drinking a glass of wine from a wine glass ,,,0.0
000000415768.jpg,หม้อที่เต็มไปด้วยกุหลาบและกระเทียมบนเตา,a pot filled with carrots and onions on a stove top ,,,0.0
000000556033.jpg,ห้องน้ํา พร้อมห้องน้ําและตู้น้ํา,a bathroom with a toilet and a tub ,,,0.0
000000121943.jpg,ผู้หญิงที่เตะลูกฟุตบอลในสนามกีฬา,a woman kicking a soccer ball on a field ,,,0.0
000000057498.jpg,คนที่เลี้ยงแกะเป็นชิ้นเค้ก,a person feeding a sheep a piece of cake ,,,0.0
000000194312.jpg,ชายในชุดและกางเกง โจ๊กเกอร์สําหรับกล้อง,a man in a suit and tie posing for the camera ,,,0.0
000000121731.jpg,ชายที่ถือร่มอยู่บนถนนที่ดิน,a man holding an umbrella on a dirt road ,,,0.0
000000470104.jpg,คนที่ถือข้อมือข้างข้างมีด,a person holding a pair of scissors next to a pair of knives ,,,0.0
000000513993.jpg,ชั้นวางหนังสือที่เต็มไปด้วยหนังสือ เครื่องไมโครเวฟ และสิ่งอื่นๆ ,"a book shelf filled with books, a microwave and other items ",,,0.0
000000434870.jpg,เซบราที่ยืนอยู่ข้างๆกัน,zebras standing next to each other ,,,0.0
000000348076.jpg,คนที่นั่งบนแผ่นสโนว์บอร์ดบนเนินคลองที่ครอบคลุมด้วยหิมะ ,a person riding a snowboard on top of a snow covered slope ,,,0.0
000000564951.jpg,เค้กขาวที่มีสตรอเบอร์รี่อยู่บนมัน,a white cake with strawberries on top of it ,,,0.0
000000038440.jpg,กลุ่มก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊,a herd of cattle grazing on a lush green hillside ,,,0.0
000000577118.jpg,ผู้ชายที่นั่งบอร์ดเซอร์ฟบนน้ํา,a man riding a surfboard on top of a body of water ,,,0.0
000000120826.jpg,รถไฟสีฟ้าและสีเหลืองจอดอยู่บนรถไฟ,a blue and yellow train is parked on the tracks ,,,0.0
000000171175.jpg,จิราฟ่าที่ยืนอยู่กลางพื้นที่ที่หญ้า,a giraffe standing in the middle of a grassy area ,,,0.0
000000455156.jpg,นักพนันเบสบอลที่โยนไม้รัดในระหว่างเกม,a baseball player swinging a bat during a game ,,,0.0
000000168084.jpg,เก้าอี้ที่นั่งบนชายหาดทราย,a bench sitting on top of a sandy beach ,,,0.0
000000358020.jpg,อาคารอิฐขนาดใหญ่ที่มีนาฬิกาอยู่บนใบหน้า,a large brick building with a clock on it's face ,,,0.0
000000006864.jpg,ชายเดินตามถนนพร้อมกับกระเป๋าเดินทางเปิด,a man walking down the street with an open suitcase ,,,0.0
000000575675.jpg,เด็กชายหนุ่มที่ใส่สร้อยยืนอยู่ในป่า,a young boy wearing a tie standing in the woods ,,,0.0
000000011856.jpg,ผู้หญิงสองคนนั่งบนเก้าอี้หน้ารถเมล์,two women sit on a bench in front of a bus ,,,0.0
000000171834.jpg,ม้าขาวยืนอยู่ข้างรั้ว มองกล้อง,a white horse standing by a fence looking at the camera ,,,0.0
000000494855.jpg,นักพนันเบสบอลที่โยนลูกเต๋าที่ลูกบอล,a baseball player swinging a bat at a ball ,,,0.0
000000269489.jpg,ผู้หญิงคนหนึ่งบินสายพายบนท่าเรือ,a woman is flying a kite on a pier ,,,0.0
000000157093.jpg,นักพนันเบสบอลที่ถือชุดบนสนาม,a baseball player holding a bat on the field ,,,0.0
000000218774.jpg,หวานที่ยืนอยู่บนชายหาดใกล้กับมหาสมุทร,a cow standing on a beach near the ocean ,,,0.0
000000540404.jpg,รถขับรถลงถนนข้างถนนชลบุรี,a car driving down a street next to a parade float ,,,0.0
000000501269.jpg,ผู้หญิงยืนอยู่ข้างหน้าผู้หญิงบนโซฟา,a woman standing next to a woman on a couch ,,,0.0
000000044437.jpg,นักพนันเบสบอลยืนอยู่ข้างๆกันในสนามกีฬา,baseball players standing next to each other on a field ,,,0.0
000000573770.jpg,คนที่นั่งสโนว์บอร์ดลงทางชันที่หิมะปกคลุม,a person riding a snowboard down a snow covered slope ,,,0.0
000000316397.jpg,"แบตเกอร์, แกตชาร์ และ แอฟมี่ ระหว่างเกมเบสบอล","a batter, catcher, and umpire during a baseball game ",,,0.0
000000051203.jpg,ชายกับผู้หญิงนั่งบนโซฟากินอาหาร,a man and woman sitting on a couch eating food ,,,0.0
000000052010.jpg,คนหนึ่งถือมือถือในมือ,a person is holding a cell phone in their hand ,,,0.0
000000457074.jpg,กลุ่มคนที่บินไก่ในท้องฟ้า,a crowd of people flying kites in the sky ,,,0.0
000000421206.jpg,แมวสีดําและสีขาวที่นอนอยู่ข้างๆ รองเท้า,a black and white cat laying next to a pair of shoes ,,,0.0
000000236759.jpg,ชายที่นั่งบนพื้นไม้ใส่กางเกง,a man sitting on a wooden floor with a tie on ,,,0.0
000000228857.jpg,หมาดําที่นอนบนเตียงพร้อมกับคอมพิวเตอร์แล็ปท็อป,a black dog laying on a bed with a laptop ,,,0.0
000000283942.jpg,ผู้หญิงที่ถือกล้องอยู่หน้ารั้ว,a woman holding a camera in front of a fence ,,,0.0
000000378911.jpg,เตียงสีขาว พร้อมหมอนสีขาวในห้อง,a white bed with white pillows in a room ,,,0.0
000000530417.jpg,รถไฟที่เดินทางผ่านอุโมงค์ใต้สะพาน,a train traveling through a tunnel under a bridge ,,,0.0
000000536535.jpg,แซนวิช ที่นั่งบนจานขาวบนโต๊ะ,a sandwich sitting on top of a white plate on a table ,,,0.0
000000334276.jpg,โคมไฟบนถนนเมือง,traffic lights on a city street ,,,0.0
000000576653.jpg,ชายขับคลื่นบนโต๊ะเซอร์ฟ์ในมหาสมุทร,a man riding a wave on top of a surfboard in the ocean ,,,0.0
000000154209.jpg,ห้องน้ําที่มีถ้วยน้ํา กระจก และไฟ,"a bathroom with a sink, mirror and a light ",,,0.0
000000170211.jpg,ชายกับผู้หญิงเล่นเกมวีดีโอ,a man and a woman are playing a video game ,,,0.0
000000516727.jpg,เรือสีแดงและสีขาวอยู่ในน้ําใกล้อาคาร,a red and white boat in the water near a building ,,,0.0
000000561565.jpg,เซเบร่าที่ยืนอยู่ข้างม้าขาวในสนาม,a zebra standing next to a white horse in a field ,,,0.0
000000175156.jpg,กระเป๋าเดินทางที่นั่งอยู่บนชั้นไม้,a pile of luggage sitting on top of a wooden shelf ,,,0.0
000000127451.jpg,ชายที่นั่งบนแผ่นสโนว์บอร์ดบนพื้นที่ที่หิมะปกคลุม,a man riding a snowboard on top of snow covered ground ,,,0.0
000000336577.jpg,สองคู่แกะยืนอยู่บนเนินเขาสีเขียว,a pair of sheep standing on top of a lush green hillside ,,,0.0
000000019385.jpg,เครื่องบินเก่าๆ ที่นั่งบนถนน,an old fashioned airplane sitting on top of a sidewalk ,,,0.0
000000350621.jpg,พื้นที่ระเบียงที่มีโต๊ะ เก้าอี้ ร่มร่มและร่มร่ม,"a patio area with tables, chairs, umbrellas, and umbrellas ",,,0.0
000000324124.jpg,สัญลักษณ์สีเนออนขนาดใหญ่บนถนนเมืองในเวลากลางคืน,a large neon sign on a city street at night ,,,0.0
000000520036.jpg,นกไก่บินในอากาศด้วยร่มแดง,a kite flying in the air with a red parachute ,,,0.0
000000370177.jpg,คนขับรถสกีลงทางคลองที่ครอบคลุมด้วยหิมะ,a person riding skis down a snow covered slope ,,,0.0
000000480452.jpg,รถบัสสีฟ้าและสีเหลือง ที่จอดอยู่หน้าอาคารอิฐ,a blue and yellow bus parked in front of a brick building ,,,0.0
000000392476.jpg,คอมพิวเตอร์เล็ปท็อป ที่นั่งบนโต๊ะไม้,a laptop computer sitting on top of a wooden desk next to a monitor ,,,0.0
000000098494.jpg,ผู้หญิงถือโทรศัพท์มือถือในมือหนึ่ง และสูบบุหรี่ในอีกมือ,a woman holding a cell phone in one hand and a cigarette in the other ,,,0.0
000000348720.jpg,แมวที่อยู่บนห้องน้ํา,a cat that is standing on the toilet ,,,0.0
000000040100.jpg,เด็กชายหนุ่มที่ถือไม้บาสเบสบอลในสนามกีฬา,a young boy holding a baseball bat in a field ,,,0.0
000000272441.jpg,เตียงในห้องนอนกับผ้าห่มสีแดง,a bed in a bedroom with a red blanket ,,,0.0
000000249649.jpg,ช้างผู้ใหญ่สองคนยืนอยู่ข้างๆกัน บนสนามดิน,two adult elephants standing next to each other on a dirt field ,,,0.0
000000159525.jpg,แมวที่นอนอยู่ในถ้วยน้ํา,a cat laying in a bowl of water ,,,0.0
000000148541.jpg,ชายที่ถือถ้วยกาแฟอยู่หน้าหน้า,a man holding a cup of coffee in front of his face ,,,0.0
000000067972.jpg,เสื้อชุดและกางเกง บนเตียง,a suit jacket and tie on a bed ,,,0.0
000000250108.jpg,โต๊ะทํางานที่มีคอมพิวเตอร์เล็ปท็อปและจอ,a desk with a laptop computer and a monitor ,,,0.0
000000085674.jpg,ผู้หญิงที่ยืนอยู่หน้าร้านขายอาหาร,a woman standing in front of a food stand selling food ,,,0.0
000000396461.jpg,ห้องครัวที่มีห้องน้ําและหน้าต่าง,a kitchen with a sink and a window ,,,0.0
000000157958.jpg,ประชากรที่ยืนอยู่ข้างถนน,a crowd of people standing on the side of a road ,,,0.0
000000034824.jpg,สุนัขสีน้ําตาลนอนบนพื้นไม้ข้างโต๊ะ,a brown dog laying on a wooden floor next to a table ,,,0.0
000000566166.jpg,ผู้ชายคนหนึ่งกําลังเลี้ยงช้างตัวเล็ก,a man is petting a baby elephant ,,,0.0
000000164598.jpg,ประชากรที่ยืนอยู่รอบชายหาด,a crowd of people standing around a beach ,,,0.0
000000459923.jpg,ชายที่ถือกระดานเซอร์ฟ์บนชายหาด,a man holding a surfboard on the beach ,,,0.0
000000564386.jpg,รถไฟบนเส้นทางรถไฟที่มีต้นไม้,a train on a train track with trees ,,,0.0
000000257036.jpg,แมวที่นั่งบนจักรยานในห้อง,a cat sitting on top of a bicycle in a room ,,,0.0
000000148516.jpg,แกริลที่มีฮอตด็อกหลายชิ้น กําลังทําอาหารอยู่บนมัน,a grill with a bunch of hot dogs cooking on it ,,,0.0
000000215383.jpg,มีจอโทรทัศน์บนรถบัส,a television screen is shown on a bus ,,,0.0
000000221241.jpg,รถบัสสองชั้นสีแดงบนถนนเมือง,a red double decker bus on a city street ,,,0.0
000000023501.jpg,อุโมงค์ไฟแดงที่กลางพื้นที่หญ้า,a red fire hydrant in the middle of a grassy area ,,,0.0
000000045101.jpg,ห้องครัว พร้อมถ้วยน้ําเตา และโต๊ะทํางาน ,"a kitchen with a sink, stove, and counter ",,,0.0
000000041132.jpg,แมวที่นอนอยู่ในกระเป๋าเดินทางบนพื้น,a cat laying in a suitcase on the ground ,,,0.0
000000142674.jpg,ผู้หญิงที่นั่งบนเก้าอี้บนทางเดิน,a woman sitting on a bench on a sidewalk ,,,0.0
000000542130.jpg,ช่องน้ําไฟที่ข้างถนน,a fire hydrant on the side of the road ,,,0.0
000000261077.jpg,ห้องนั่งเล่นพร้อมโซฟา โต๊ะและเก้าอี้,"a living room with a couch, table and chairs ",,,0.0
000000453548.jpg,คนที่ถือฮอตด็อกในกระเป๋าที่มีมัสตาร์ดและเคทชัป,a person holding a hot dog in a bun with mustard and ketchup ,,,0.0
000000030349.jpg,นักเล่นเซอร์เฟอร์ในมหาสมุทร,surfers in the ocean ,,,0.0
000000198921.jpg,เซเบร่ายืนอยู่บนสนามเขียวเขียว,zebra standing on top of a lush green field ,,,0.0
000000498368.jpg,โบรคคลี่และผักอื่น ๆ ในหม้อบนเตา ,broccoli and other vegetables in a pot on a stove top ,,,0.0
000000032061.jpg,สาวน้อยที่ถือร่มสีชมพู,a little girl holding a pink umbrella ,,,0.0
000000481586.jpg,ผู้หญิงที่ยืนอยู่บนกระดาน skateboard ในห้อง,a woman standing on top of a skateboard in a room ,,,0.0
000000084171.jpg,รถมอเตอร์ไซค์สีแดงที่จอดอยู่หน้ากลุ่มคน,a red motorcycle parked in front of a group of people ,,,0.0
000000046118.jpg,ถนนที่ครอบคลุมกับหิมะ ที่เต็มไปด้วยรถยนต์ และอาคารที่ครอบคลุมด้วย,a snow covered street filled with cars and snow covered buildings ,,,0.0
000000414851.jpg,รถบัสเมืองที่จอดอยู่ริมถนน,a city bus parked on the side of the road ,,,0.0
000000532245.jpg,ประชากรที่ยืนอยู่บนเนินเขาที่หิมะปกคลุม,a crowd of people standing on top of a snow covered slope ,,,0.0
000000061585.jpg,ชายขับรถสเกตบอร์ดลงไปข้างถนนข้างๆกลุ่มคน,a man riding a skateboard down a street next to a crowd of people ,,,0.0
000000449071.jpg,ชายที่นั่งในหญ้า ติดกับกระดานเซฟบอร์ด,a man sitting in the grass next to a bunch of surfboards ,,,0.0
000000063337.jpg,ผู้หญิงในชุดพูดคุยกับผู้ชายในชุดและเกียรติบัตร,a woman in a dress talking to a man in a suit and tie ,,,0.0
000000197213.jpg,ชายที่ขี่ม้าขี่ม้า,a man riding on the back of an equestrian horse ,,,0.0
000000162841.jpg,กระเช้าที่เต็มไปด้วยดอกไม้สีชมพู ที่นั่งบนโต๊ะ,a vase filled with pink flowers sitting on a table ,,,0.0
000000193001.jpg,คอมพิวเตอร์เล็ปท็อปสีขาวที่นั่งบนเตียงสีขาว,a white laptop computer sitting on top of a white bed ,,,0.0
000000363319.jpg,จิราฟ่ายืนอยู่ในพื้นที่ที่ล้ํารั้ว,giraffes are standing in a fenced in area ,,,0.0
000000533810.jpg,เรือจอดอยู่ในน้ําอยู่ใกล้ภูเขา,a boat is docked in a body of water near a mountain ,,,0.0
000000465449.jpg,ช้างยืนอยู่ในบริเวณที่ติดรั้ว,an elephant is standing in a fenced area ,,,0.0
000000176148.jpg,คนที่นั่งหน้าทีวี พร้อมจุดไฟ,a person sitting in front of a tv with a fire place ,,,0.0
000000133210.jpg,กลุ่มใหญ่ของคนในห้องที่มีกระเป๋าเดินทาง,a large group of people in a room with a bunch of luggage ,,,0.0
000000148462.jpg,เครื่องบินบินที่บินผ่านท้องฟ้าที่มีเมฆ,an airplane flying through a cloudy sky ,,,0.0
000000231236.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, ถ้วยน้ําและอาบน้ํา","a bathroom with a sink, toilet, tub and shower ",,,0.0
000000388113.jpg,แมวที่นั่งอยู่ในกระเป๋าเดินทาง,a cat sitting inside of a suitcase ,,,0.0
000000114879.jpg,ชายที่นั่งบนชายหาดพร้อมกับโต๊ะเซอร์ฟ,a man sitting on a beach with his surfboard ,,,0.0
000000229010.jpg,ดอกไม้ในถังที่นั่งบนโต๊ะ,a flower in a vase sitting on a table ,,,0.0
000000377416.jpg,ห้องโรงแรมที่มีเตียงและไฟติดผนัง,a hotel room with a bed and a lamp on the wall ,,,0.0
000000355737.jpg,ประชากรที่เดินตามถนนถือป้าย,a crowd of people walking down a street holding signs ,,,0.0
000000264741.jpg,คนที่นั่งอยู่รอบโต๊ะ,people sitting around a table ,,,0.0
000000550870.jpg,ชายที่กินพีซซ่าในร้านอาหาร,a man eating a slice of pizza at a restaurant ,,,0.0
000000400094.jpg,ชายที่นั่งสกีบนพื้นที่ที่หิมะปกคลุม,a man riding skis on top of snow covered ground ,,,0.0
000000518179.jpg,เตียงในห้องที่มีผ้าห่มสีขาว,a bed in a room with a white bedspread ,,,0.0
000000413719.jpg,คนที่นั่งสกียืนอยู่บนเนินเขาที่ครอบคลุมด้วยหิมะ,a person on skis standing on top of a snow covered hill ,,,0.0
000000173138.jpg,คนบนกระดานเซอร์ฟในมหาสมุทร,a person on a surfboard in the ocean ,,,0.0
000000372654.jpg,กลุ่มใหญ่ของคนนั่งอยู่บนโต๊ะที่มีจานอาหาร,a large group of people sitting at a table with plates of food ,,,0.0
000000211498.jpg,จานสีขาวที่มีบร็อกโคลี่และชีส,a white plate topped with broccoli and cheese ,,,0.0
000000312946.jpg,แกะแกะที่ยืนอยู่บนสนาม,a herd of cattle standing on top of a field ,,,0.0
000000280024.jpg,เครื่องบินเจตไลน์ขนาดใหญ่ ที่นั่งบนทางลานทางสนามบิน,a large jetliner sitting on top of a tarmac at an airport ,,,0.0
000000107990.jpg,เด็กชายเล็ก ๆ น้อย ๆ ที่นั่งบนมอเตอร์ไซค์อยู่หน้ารถ,a little boy sitting on a motorcycle in front of a car ,,,0.0
000000163230.jpg,ชายที่ถือสโนว์บอร์ดบนภูเขา,a man holding a snowboard on top of a mountain ,,,0.0
000000371365.jpg,ชายที่นั่งรถยนต์อยู่เบื้องหลังของรถยนต์,a man riding on the back of a motorcycle in front of a crowd of people ,,,0.0
000000468508.jpg,รถจักรยานสีแดงที่จอดอยู่หน้าอาคาร,a red motorcycle parked in front of a building ,,,0.0
000000285433.jpg,ห้องน้ําสีขาวที่นั่งอยู่ข้างๆถ้วยน้ําสีขาว,a white toilet sitting next to a white sink ,,,0.0
000000140733.jpg,กองทัพเครื่องบินรบบินที่บินผ่านท้องฟ้าสีฟ้า,a squadron of fighter jets flying through a blue sky ,,,0.0
000000201659.jpg,ผู้ชายที่นั่งบนโต๊ะที่เต็มไปด้วยอาหาร,a man sitting at a table filled with food ,,,0.0
000000323372.jpg,ผู้ชายที่นั่งบนเก้าอี้อ่านหนังสือ,a man sitting on a bench reading a book ,,,0.0
000000168127.jpg,เด็กชายและเด็กผู้หญิงถือลูกเต็งบนสนามเทนนิส,a boy and a girl holding tennis rackets on a tennis court ,,,0.0
000000539359.jpg,เซเบร่าที่ยืนอยู่บนสนามหญ้าที่มีต้นไม้,a zebra standing in a grassy field with trees ,,,0.0
000000390544.jpg,เครื่องบินเฮเพลเลอร์ขนาดใหญ่ ที่นั่งอยู่บนรถยนต์,a large propeller plane sitting on top of a tarmac ,,,0.0
000000182824.jpg,จานอาหารที่มีบร็อกโคลีและเนื้อ ,a plate of food that includes broccoli and meat ,,,0.0
000000204275.jpg,ชายขับรถสเกตบอร์ดบนระเบียงซีเมนต์,a man riding a skateboard on top of a cement ramp ,,,0.0
000000475768.jpg,ช้างที่ยืนอยู่บนพื้นที่ทราย,elephants standing on top of a sandy area ,,,0.0
000000538693.jpg,ชายขับคลื่นบนโต๊ะเซอร์ฟ์ในมหาสมุทร,a man riding a wave on top of a surfboard in the ocean ,,,0.0
000000232093.jpg,ชายในชุดและกางเกงนั่งอยู่บนโต๊ะกับแก้วไวน์,a man in a suit and tie sitting at a table with a glass of wine ,,,0.0
000000355786.jpg,คนจํานวนมากกําลังดูเกมฮ็อกกี้,a large crowd of people watching a hockey game ,,,0.0
000000196815.jpg,คนที่เล่นเกมวิดีโอในห้อง,people playing a video game in a room ,,,0.0
000000119402.jpg,รถบัสที่ขับรถลงถนนใกล้สะพาน,a bus driving down a road near a bridge ,,,0.0
000000136328.jpg,ผู้หญิงสาวที่ใส่หมวกและถือมีด,a young woman wearing a hat and holding a knife ,,,0.0
000000229132.jpg,โต๊ะที่มีผลไม้เยอะมาก และเขียนว่า โดนัท สําหรับขาย,a table topped with lots of fruit and a sign that says donuts for sale ,,,0.0
000000309949.jpg,พิซซ่าที่ครอบคลุมกับชีส ที่นั่งบนกระทะ,a cheese covered pizza sitting on top of a pan ,,,0.0
000000391460.jpg,โต๊ะที่เต็มไปด้วยพืชหลากหลายชนิด,a table topped with lots of different types of plants ,,,0.0
000000249658.jpg,รถบัสสองชั้น เดินทางตามถนน,a double decker bus traveling down a street ,,,0.0
000000081315.jpg,ห้องครัว พร้อมตู้เย็น หม้อเตา มิคโรเวฟ ชําระน้ํา และเครื่องซักจาน,"a kitchen with a refrigerator, stove, microwave, sink, and dishwasher ",,,0.0
000000280508.jpg,ห้องเย็นที่เต็มไปด้วยเครื่องดื่มหลากหลายชนิด ,a refrigerator filled with various types of beverages ,,,0.0
000000500954.jpg,ชายขับรถสเกตบอร์ดอยู่ข้างถนนข้างรถ,a man riding a skateboard down a street next to a car ,,,0.0
000000308659.jpg,น้ําไฟกลางถนนที่ครอบคลุมด้วยหิมะ,a fire hydrant in the middle of a snow covered street ,,,0.0
000000510078.jpg,ชายกระโดดในอากาศบนกระดาน skateboard,a man jumping in the air on a skateboard ,,,0.0
000000160906.jpg,เรือที่จอดอยู่ในท่าเรือ,boats docked in a harbor ,,,0.0
000000005601.jpg,คนบนเรือที่กลางทะเลสาบ,people on a boat in the middle of a lake ,,,0.0
000000010166.jpg,ชิ้นปิซซ่าบนจานที่มีบร็อกโคลี,a piece of pizza on a plate with broccoli ,,,0.0
000000096991.jpg,เก้าอี้ที่นั่งกลางสวนที่ครอบคลุมด้วยหิมะ,a bench sitting in the middle of a snow covered park ,,,0.0
000000514902.jpg,ถังที่เต็มไปด้วยแอปเปิ้ลและส้ม,a basket filled with apples and oranges ,,,0.0
000000223830.jpg,เครื่องบินเจตไลน์ขนาดใหญ่ ที่นั่งบนทางลานทางสนามบิน,a large jetliner sitting on top of a tarmac at an airport ,,,0.0
000000433715.jpg,ผู้ชายคนหนึ่งกําลังเล่นเล่นบนกระดาน skateboard,a man doing a trick on a skateboard ,,,0.0
000000008991.jpg,ผู้หญิงที่นอนบนเตียงในห้องหนึ่ง,a woman laying on top of a bed in a room ,,,0.0
000000322615.jpg,น้ําอาบน้ําสีขาว ที่นั่งอยู่ข้างหน้าหน้าต่างในห้อง,a white bath tub sitting next to a window in a room ,,,0.0
000000412142.jpg,สถานีรถไฟที่มีเก้าอี้ และรถไฟบนเส้นทาง,a train station with a bench and a train on the track ,,,0.0
000000222512.jpg,ผู้หญิงที่ถือลูกอยู่หน้าคอมพิวเตอร์เล็ปท็อป,a woman holding a baby in front of a laptop computer ,,,0.0
